order_id,order_month,order_ym,buyer_key,customer_state,category_en,gmv,review_score
0e556f5eafbf3eb399290101b183b10e,2016-10-01,2016-10,95df572235346e3dc1f96c1334e574b7ab0c431358481ce7ef8e687d5c1544b0,PR,fashion_bags_accessories,95.66,2.0
0ec61157a488963fe217233f74c52760,2016-10-01,2016-10,07c83be295007b986a39cdfc100f8174c44d09217683e3128ac85f980cd68c08,SP,bed_bath_table,45.01,4.0
0efd0bc268d34da3f01f4ff25a6d4335,2016-10-01,2016-10,70373bac5b4b5d1dc4d8a5a80ccf0c397763cc41ada9c1cc6b753211c1ae1bb4,CE,health_beauty,64.4,
1069874467b6a425853288c450f68fc9,2016-10-01,2016-10,70265a6b099f49c507cdf8067306d72d54f74db523863c91633b4ad7da3345e5,SP,furniture_decor,40.95,2.0
10d1e90a86d2be981a52b6a927c97dc5,2016-10-01,2016-10,6408e5700ffa51bb1ac139da72c35058ae2a4bd9b65ee1edf3cf626444901e66,RN,housewares,467.2,5.0
11837ac14fcdfb163c0b78d91be89498,2016-10-01,2016-10,75729ce510a7a3e393b002b2aee1154bc373346bd0973fb4dcd5d0465c8e10e5,DF,perfumery,55.95,4.0
119d2d80c921d5b4806a1b19b4e8c531,2016-10-01,2016-10,d6ad5e2bc13f6b4b0886e99f1a546fda3fe06706606f718e4455f444c948ac7b,PR,furniture_decor,265.95,4.0
12ca240539e7029e0328f0a410c12ad1,2016-10-01,2016-10,7278913ba935d39774e28555fe87b314c13e7d77ac31ffb1ee0b42259a706b22,MG,toys,297.91,4.0
14b01335f19b97fce1437168032ae388,2016-10-01,2016-10,6da71c2cb390e96154356b404ffedb40b1d7a90aa02fb412fe0a4f5aed733ada,SP,furniture_decor,162.39,2.0
18dad78c0f87f4c45ef196daeaa3ffbb,2016-10-01,2016-10,ffebde1ab8a70df00156b3b868b5896af507fa496973daea07022eb4431999f6,PR,computers_accessories,58.41,5.0
1970f2fb4b83ff962a75b064abc37f4c,2016-10-01,2016-10,6445bdb78ece19c61c011606c85678552e3674c42035cc140d481fd302ab3c47,SP,watches_gifts,653.39,5.0
19feb5627c41ea1b36a8e50a469b3644,2016-10-01,2016-10,0390ab298f217e4f28be18312ab6583f9e6128dc50fd88d579f2bacc84ecb643,MG,furniture_decor,212.32,5.0
1a2b0033f0b7a3116f00594ec5524344,2016-10-01,2016-10,18c46f9800545b588c97d83405b94a5817242087608c1c11132de14209030562,RJ,toys,87.57,4.0
1add1aa4c6e709fd74a4eb691a9fc6bc,2016-10-01,2016-10,5b4da8a23490f48d018f18a02bce08ff931d43de9c1644b35d042240177382bd,GO,furniture_decor,74.15,3.0
1b122a7be89622f672bb41380a83b69f,2016-10-01,2016-10,a03b775cb44ebb76936294186cec5386bdba93695d995a5034e5f5cfed466d89,SP,furniture_decor,86.92,5.0
1b2d622f7ebb8e65f7de3e389f052540,2016-10-01,2016-10,971f1b68cabda990099573d4c7f7c1ab1173853e26bdd47c847aeb67b9940382,SP,health_beauty,51.93,5.0
1c4cafd25254eee31c8c9b8c141fb10a,2016-10-01,2016-10,467d0f5ec75db75e6f9bf251aea2ed954550599f44b5e265e7595d800bad69b5,DF,watches_gifts,671.31,5.0
1c4deb98d216d2fda120204a5fcfb57d,2016-10-01,2016-10,063d5de8b2386bcc3cc6a3aef26912de7cf5c727636afa47817bd3b4a4a0924e,PR,health_beauty,66.68,4.0
1dd1d53c1ea5df0ef093bf150807315f,2016-10-01,2016-10,0c21a159940bf634bdfb732e0b63af50e1507cc0d1cbb02ae66b16b9664aa05d,SP,health_beauty,87.53,4.0
1e8c2b738fde51956f03f1a59bc86003,2016-10-01,2016-10,4f2f36a5973101a355bdda918ec05107a828ffde9c77ad904efcf248a3a42d86,PI,health_beauty,246.09,4.0
1ebeec1bb9ce388ee2e00d401058ca8b,2016-10-01,2016-10,adf2d5193350f80ec72344eb0362f16ea978ac19b7f585dcd0555aff9a95b425,RS,sports_leisure,55.6,5.0
1ff217aa612f6cd7c4255c9bfe931c8b,2016-10-01,2016-10,aea82dcf3427dff4c45abc7361f327e29f95e876932e8ca9aacf8eed0d85d763,SP,consoles_games,44.23,5.0
22613579f7d11cc59c4347526fc3c79e,2016-10-01,2016-10,feba8137dc8307c9d99bf6be07dcf6aef34db55daf89ba0b48eea5badf1d16e1,MG,toys,398.12,5.0
2276cb38c742033aac3f4a4d67b57ab3,2016-10-01,2016-10,1204ca5900b4e91bdc221428a51e938d49fb49afe6827f2d7989e4c964e93374,MG,perfumery,105.39,5.0
24523db64c1af3f40f27cb4416fa5ea6,2016-10-01,2016-10,f1fb0a0479aaf7f6fb32b0345f0b043f0539b49f87d144dd7b1803fbe2b10b96,RJ,audio,147.08,5.0
25f680bf746bec3df11d48318ff015de,2016-10-01,2016-10,3839c1b1e41d991d52586193d2f76c78e360bf2ad42379bf77d6b11f67d0c848,RJ,furniture_decor,55.62,5.0
262118ce178bb3e4590a3adcf6d62e6b,2016-10-01,2016-10,c7bd2e38465e332d94c8018c2af9a99ec294e9262020d7b53a85555847d614b1,RJ,health_beauty,177.74,1.0
2631dba338efbcea9c3ace77ce210c01,2016-10-01,2016-10,fbb72e5c60adf0144ed2d6479d10886b5bd3846a9fec38c71be286be83ce2ca5,CE,auto,594.46,5.0
27c7c6aa7b6f3de99d2a3a64674d296f,2016-10-01,2016-10,b44e343fb52552b6e8f1b1b0000068a45a9496991a96dd603851123e83138c93,DF,toys,123.2,5.0
2825848807f070485f0f0ef3829758f4,2016-10-01,2016-10,0633ca07dfc2c70c3c51d4951074877203a86e8ae9992d4068d0dde89e2e2c70,SP,perfumery,22.86,5.0
2d9e3c3c7f0f3ba8a8fa3db2f1211ceb,2016-10-01,2016-10,0078e6fe479877fac1d8478f694c6e59d733c44e5fbde2833c6a526b0c0f5170,SC,air_conditioning,676.92,5.0
2e32dea8a4d1ae5499a67674b387bc6a,2016-10-01,2016-10,8addddfb188366fa8306924db723d048a37e7f48b7956c626f53be1c65e5b5fa,SP,furniture_decor,51.94,1.0
2e8e21db96a8ab922e51cd297678c6b2,2016-10-01,2016-10,64079d6a85a5bee1abbaf923a7fc32e616d12ffb81a108b3af0d64429cb84c9d,PR,furniture_decor,87.29,3.0
2f9d4ee8ca77fe0951ebfe9064cad953,2016-10-01,2016-10,df82d96e53439b5d3ee8770c6629a2223265ddd463243fbf8d78e7986a6755d7,MG,fashion_bags_accessories,91.07,5.0
2fbb05b3ee700e1897b9fa501e416005,2016-10-01,2016-10,2249c18145a317afe69bc82f8523a12347d53b61f2c5a537872b26172078174f,SP,market_place,80.94,5.0
31b0dd6152d2e471443debf037ae171d,2016-10-01,2016-10,5124c2789b3789c09409adb56553e540fe3427314b0720d43ec09047c02d0e9e,RJ,perfumery,71.2,5.0
323dad8c483c7f8b818a825d257f4aa0,2016-10-01,2016-10,47082ab74eb51812e1c66e287eba82d17c21c9912218fb0b3d12c00716621f4a,SP,telephony,38.62,5.0
3379d980824f0aa5dab057f2530759bb,2016-10-01,2016-10,7f0a2fa6903761b51440f75965bb23706723a852795b3c941f6766641428ca2a,PR,health_beauty,87.9,5.0
34c718970b33419ed6d537a90366231b,2016-10-01,2016-10,a1a66f23e577fc2ad3381c692e6c2ab2bcba25577f09b499106c3c94b4041ef3,MG,toys,134.8,1.0
356b492aba2d1a7da886e54e0b6212b7,2016-10-01,2016-10,70a417ef81f2365ae0f66d07a113f7db30c96e7bd6930ef6b4c3121e731367f8,SP,perfumery,267.49,5.0
35b8e54d765e6b217e2dc5ab34f6b323,2016-10-01,2016-10,b37bdaa296c52314704bb6d0de045f26a2380ebc23840a33396b8c0bdd16bbd3,MG,computers_accessories,218.87,1.0
35d3a51724a47ef1d0b89911e39cc4ff,2016-10-01,2016-10,56004877b1b6e94df98d0560d3c2ab53203ce29505ca1f86821340d53ce35fe4,RS,furniture_decor,62.33,5.0
35d8c6d5e060ad24271ffda186312ef8,2016-10-01,2016-10,4121bed2abcd7e149af1f3908a0ce240dc5dccd41ca0952e031fcb9b876b200c,SP,furniture_decor,192.56,5.0
36989eb07a0de2d3d3129eea35553875,2016-10-01,2016-10,5c88396e0b70b71b0f6074c0159b11a83dfe3f4b8a668fad602fedbc2db9339a,MT,furniture_decor,101.44,5.0
376cc9a8f827d17966ea7c4b182f4426,2016-10-01,2016-10,d48e30bfbd920098db53a9ddd131d3bb3c6de7ec105021828298cbb3c8c3c284,PR,health_beauty,71.21,5.0
389815397a4bcdf3dcf64b90c25b3140,2016-10-01,2016-10,89e835fea0d2ac562b167047876b858729a18c9967010b35feda6d3baf52f8d1,MG,health_beauty,45.49,5.0
38c5c2886f2aab75bb1ae3f79a3f300d,2016-10-01,2016-10,6ca3316630dae5d69e1bf2224e65e66905728e837617a81ad4c80833d0d35d8d,PR,health_beauty,64.48,5.0
39d0be719247e3b3a38846ba810197ea,2016-10-01,2016-10,91f5e05ad04eba92f93103218761092605fb70d92968a162825378c3f3766cc7,PA,cool_stuff,121.01,5.0
3b2ca3293a7ce539ea2379d704fa37ce,2016-10-01,2016-10,332f78ff3eb8cd8c399e494448e8a62cd1f45bffc525cb2a6b7d5a477e1e86d1,MG,bed_bath_table,184.87,5.0
3b697a20d9e427646d92567910af6d57,2016-10-01,2016-10,b7ca7d4d19ae5f8b75297b24c092ab4793fb7ab64fdad7a0d846c5c6f5e2a813,SP,watches_gifts,45.46,4.0
3d58fd1ee438a43f2a826dda6b013519,2016-10-01,2016-10,bac56510ff2a20476846569ca5813a7c490a94e83f699892aef5b3a401f32298,GO,toys,61.06,5.0
3d7d60b10ba4b43cf6f6d5df2e933f67,2016-10-01,2016-10,99add012113134d0a3b6614d5662c724086ef493ad71a1cdab68a9af9fe56995,SP,perfumery,27.86,2.0
3d7e8f32f5b59e005ccfc1076b4040b5,2016-10-01,2016-10,61ea430834ddcd735ea2498631607aed6ad02d7bc6d2de56da46c1c514bda6b5,CE,perfumery,85.08,5.0
3e9334d33c1e64167920675211fb1aee,2016-10-01,2016-10,4061a1725b81b8a3c4c4dc8dc436ec94bbad714bfc5496d3f962bbeb8e26ba8f,RJ,consoles_games,65.11,3.0
3f72d2b757e725cd48a4726f831c7789,2016-10-01,2016-10,631dbffd81c641ac397ee899c78cbe339fad1f0e3f8d0c013630942e56811d81,MG,perfumery,267.49,3.0
3f913d30288c117e41ffe5cc74743dc9,2016-10-01,2016-10,deb32c501ad42afca90d7968ce8b6661cdfc5ad436bc5b75b5f33bfc17526bbc,GO,market_place,98.55,3.0
42c5091238dc63339c79f5f35f8a5a6b,2016-10-01,2016-10,ff7dedc56859d5895169cde095c57f5778986e2da5739a5dafe5ee52f0a5478c,RJ,market_place,338.68,1.0
4421f094ff828b78aba6d18db005821d,2016-10-01,2016-10,482b0ef804c17dd1f80a0ca91cd0d62154f31692bc7e24cd091676b70b21044f,SE,furniture_decor,89.08,5.0
45973912e490866800c0aea8f63099c8,2016-10-01,2016-10,90698cf45058ee821f87ae8830b57eb9f1cacbe69a8b7dced8db11351f81b908,RS,air_conditioning,401.3,1.0
45bff70fb7b99a5a33bc8ccb3786e170,2016-10-01,2016-10,97234a5c67cf54171ad75bd31428f7ce8469a78db3f67f18ea59ba9b57b9fbad,MG,health_beauty,76.47,5.0
45ec58d30f2023e4dac16d956a657ddd,2016-10-01,2016-10,3570f4c898c829c7eb920c756103b27a5d58edbc07a543b884b5d7c4f70c0920,SP,furniture_decor,87.51,1.0
46046adea0e222a29259bad3d922fee8,2016-10-01,2016-10,2c6d75f9278b1f484faf9d47a47a8b5259e06bacec20f1ed39f2a6b23bf4cd0d,SC,fixed_telephony,214.98,5.0
4723d255a158f5b6c5a872264e3529c5,2016-10-01,2016-10,6606bd2fd226b7c5c7aedebba2b1d329249a93e30eb69d8acd9e9b68ec306e08,GO,health_beauty,68.72,5.0
48c43415ea1c4af9afa92542183b6e55,2016-10-01,2016-10,03961890bcc9afd4d3d81efdcec1fd740d2851b3ed9f5a7cb678bab25fda62ea,RJ,computers_accessories,33.52,3.0
4b038a7f8dfc36755eca741381e379e3,2016-10-01,2016-10,93ea7da717c2dbd033d5b0b58363b907690dcd7f45d8608a06735f49c0b58dab,DF,health_beauty,155.2,3.0
4d66b3a9d12facad48a3b23cc9fe7898,2016-10-01,2016-10,9e1cb2821110b7c28004b2ba2a50809d07a0bba0b21dcf5253001bc65be937b5,RJ,cool_stuff,107.41,5.0
4eca6c2d172953276c75dd0e1bedce25,2016-10-01,2016-10,6b643a32e2a307b5629bab38afee75127ffe9797c93a05b1716be7be941c1ba1,SP,perfumery,74.83,5.0
4fb7f38042d214ada4d81cc23d228cc8,2016-10-01,2016-10,665bb062cd9c55a6ef68c2fb6811f84e72cdeba4ea19964d23495b5931cbfa0f,PB,toys,74.74,5.0
50013835d7b14aefb452825864d3e414,2016-10-01,2016-10,8eeba5a83d68a54befc758a1777477aa5803c7487967aaeb0450f950ff703a9d,SP,perfumery,74.76,5.0
509a52223ecac6d67fb765b3b37c6974,2016-10-01,2016-10,7305d20c3ae10862d1a7042f0410c648c019e0b0e50a418b88711ad915489bcf,GO,sports_leisure,65.7,5.0
50f357099566f1be7abfaf8d9dc5b004,2016-10-01,2016-10,04f6c87cf650fc26fffccfcf67a2b695914391898c14542d07077f64300cd93c,SP,furniture_decor,51.8,5.0
51725d3e4bdfc97e28b40543310da8a3,2016-10-01,2016-10,72158d7f6643e9c6152c33ae37159428ca23141b15771ee0290a52fa128bae21,SC,health_beauty,149.54,1.0
517e0a52c193102990befc46a5c5245a,2016-10-01,2016-10,c0f712a4690f0c4a00d6709844b24ab440367198e5ce3f068b8b5565f681b6b9,SP,fixed_telephony,91.16,3.0
5204d67853f827d1ee32810bf8f2d6c2,2016-10-01,2016-10,bdb67ecc707aeb0b4f435945f2fe0ff7fa44ac24baf50fde67b423f4f791a44a,SP,furniture_decor,161.24,5.0
555761ab2426364f42e9e018047df4e0,2016-10-01,2016-10,b3b10d62581dfea97d5321932d67aaf8e92e19daa90167577b9ec25ab6d64f84,RS,industry_commerce_and_business,113.17,5.0
56eb381fff8db8d35134693062514084,2016-10-01,2016-10,3492d8f50628f5ba640c28af52a9e0b8d90d4361f196d64c8fef0896da852e94,SP,furniture_decor,112.78,1.0
57c0b0276ce0eaf721a4424bf077ce8b,2016-10-01,2016-10,5a427c11d56cb7928032ba17bd5828790ca2ce28ccc551b4257271c1daff1643,PA,furniture_decor,260.7,3.0
59e7ca596664da0a459a145eb95cc9c5,2016-10-01,2016-10,ce4283345445a5c850ac06ee7e5ccda8293e2bf63864e4003b716da5c6f5bdd1,RJ,baby,342.69,1.0
59f26737bbeea8142a7e982cfce13e7a,2016-10-01,2016-10,205e3d2424b537bbea9a5035a49c7ede5b20b54e1551cc2cab7cc8f1943ec5df,RN,auto,194.85,5.0
59fa27082bb77c5dbd8a6568f3b34380,2016-10-01,2016-10,ed03854621bfa5d369f2ca6ffb4ce6e12ac89568ea13225e2cf7abb1016de7ac,SP,toys,144.94,4.0
5a7ae4ca802c14fdff19558a4fee8727,2016-10-01,2016-10,f94b746516f59fd21a4c143bd9e24124945c51ff4db0c40b44eec9aba05f9c54,RS,computers_accessories,182.65,5.0
5b1376fe61863fe3508011db309e35fe,2016-10-01,2016-10,3492643ac22fed5182a6dd81782921b01494a7f494b6af6b874e1f51f369a35e,PE,sports_leisure,177.28,5.0
5bda3e4d7080c484cd646a53165a7892,2016-10-01,2016-10,0a58ab2807dc6935b4e24fb0ba790300bb4a22968f2aa5a51f97fe72670bb580,SP,pet_shop,415.68,5.0
5c5c9fde60ffb741545cf2608e8c12ca,2016-10-01,2016-10,cc424c02c3bed7c9c072a39de27b398886cf49b25abb3cad5a25506828c411de,SP,toys,613.78,4.0
5c973d2b4652e1dec15353b59339f3b4,2016-10-01,2016-10,b7aeaa3fd1412a693f3984f4f7efc58918847269237d308941cb3b0fce9a65de,RJ,perfumery,363.51,5.0
5cb8558cbb7c0c2f00f43468579d3e3c,2016-10-01,2016-10,b310348240e2c331bdb276ce451ef2ea9a495fa9611c178070e65c26c6117f49,MG,furniture_decor,40.15,1.0
5cc475c7c03290048eb2e742cd64cb5e,2016-10-01,2016-10,ef8a06570747d6cfc93c6ea78e2e1caabfc042397d655ab5a10da98464da58a7,SP,computers_accessories,82.69,1.0
5cd498954e2b37d71b315166809b4bd7,2016-10-01,2016-10,a1a4809f26d66b45b77edd7f849d239aea8dee301aec43b27b1cfd215c4b025b,RJ,perfumery,181.59,1.0
5da2004d85f2828349d887c989da2adc,2016-10-01,2016-10,522c7b8001bd200e3d2b1a1296fff75d04d9e09f3666ed5dfa1df24313d88e60,MG,furniture_decor,34.42,
5f4c8250b9e6ee47971e0b19da4aa0f2,2016-10-01,2016-10,c058a3d0ce97ddd1078dbd519300df57a63195be29fa4f05719753bfdd49ac17,ES,office_furniture,783.22,3.0
5f834cc4ee109c58dff88c60b8ba5ecf,2016-10-01,2016-10,6679abf635c2592b9bc5d36a38d64e3dad0f23a48910a1fa20eca9c33c2ee5f3,SP,food,96.23,5.0
5fe46d14177744ae2180101ce19bb414,2016-10-01,2016-10,b8e26e3b8ddf7caa6a4d3bec677ca971f2a583ddb62ac98df067e39579adebd3,RN,computers_accessories,41.18,5.0
60762802b48bb6d256d55b013d115013,2016-10-01,2016-10,10393d042edee43ada625b8b620298484e90cacfe0652aaaf50eee31ce210bce,RJ,perfumery,263.93,5.0
60856ac7677a70cd87ad25d9b34d051b,2016-10-01,2016-10,30bc4513363c765600242f2ce3f0f392d8806dbe2e2c3616720ee6ca73e925c6,SP,consoles_games,25.96,1.0
62246c16a32a0866943f17d7b42db940,2016-10-01,2016-10,638a35600a8b8fe4441faa69472dcb56e5e2a2f0cfaa1f170bd97e75e86279eb,RS,furniture_decor,69.35,1.0
6335afd8e6b7eb0ebc8bb71ea0008f6f,2016-10-01,2016-10,92127c26812ece9953d2fd8ba0a971f8a33430e9dc2738fbd116a1212d61f6e8,SP,consoles_games,971.96,4.0
63638a6806d67773f3adba8534553fff,2016-10-01,2016-10,737d405303f0f98629f5424a13b767981c53acc3e75bca8e109fe5ec2d2d9b4e,RJ,furniture_decor,86.88,5.0
640aef9709beda161ca0b5af58ac437c,2016-10-01,2016-10,787f5c96874bd55ab33138eb4b7cfd791c59c9e7b1b803388f97e08770d13956,SP,fixed_telephony,286.55,3.0
6460e331ee8f69c01f1423cca48d9991,2016-10-01,2016-10,f19567f363b356f524ec91bcdd2181e0e6d0e36395720348b4f0f244f125d487,RJ,fixed_telephony,20.11,4.0
64f5569ef96004a1e1137bdf28fd4c45,2016-10-01,2016-10,4f737786f14eb47a443c45bb9e3ca709fadbbd33d10d55dd86d57b27582fccee,MG,fashio_female_clothing,69.63,5.0
67418605ab8f9414a2e238bbcdde1312,2016-10-01,2016-10,dae24972cb29aa64ca2fde04ff967e3f2a6624136c2295c07a16e94a418ba93e,SP,furniture_decor,139.89,5.0
676157c2d1075c88ea0009f8d7d2d389,2016-10-01,2016-10,419740ee6c4bb851d31ff19e7cbf64f1360813fdcc8c2a85734fb9af116c3f15,AL,auto,76.6,4.0
67adba02e0955286954975ea56f9d17f,2016-10-01,2016-10,0986212e85fd440855f46694fd866aa5f6fad78b13846802b281d3d36eead019,SC,health_beauty,98.83,4.0
6ad644c08b98d152d28f183097633d41,2016-10-01,2016-10,8a4f3bb4d201eb2ad74bcf98729d98823f24a85147f368cd2611cd86dbc3cf75,SP,fashion_bags_accessories,60.86,5.0
6b3ee7697a02619a0ace2b3f0aa46bde,2016-10-01,2016-10,bf3d7067e2bbb991d38318a433a4886b8c8b50e5faa214fe9184dc48ec563502,SP,health_beauty,65.77,1.0
6b5e619dedba6d4297fb10dd5886912f,2016-10-01,2016-10,3d327563f811e72748029282fe0659bb9e77a79406fa9d949e45177c4c8cc6e9,SP,industry_commerce_and_business,207.22,4.0
6e0d2539e48e84296bae6290de41058c,2016-10-01,2016-10,d047c2814a3c24833b7ca9156e54ffc6d3d16aa9b517b34f7833ac93697d0b90,RS,consoles_games,982.41,5.0
6e5fe7366a2e1bfbf3257dba0af1267f,2016-10-01,2016-10,b7d6636293b4eecde18d2fd128eff96b28d2384328db93e82b7b6ee0deff9fcf,PR,bed_bath_table,110.49,1.0
6e5fe7366a2e1bfbf3257dba0af1267f,2016-10-01,2016-10,b7d6636293b4eecde18d2fd128eff96b28d2384328db93e82b7b6ee0deff9fcf,PR,furniture_decor,177.42,1.0
6eb51c1c9c69f78ea9fd4665fb98b7d2,2016-10-01,2016-10,bf76be146181e7412dab54afb9b82171eb3351fa32345493db28780a2d103b5b,SP,perfumery,74.76,4.0
6ece326e25f193d084e3dc092bbdd93b,2016-10-01,2016-10,da1cb792d013473dc32580a7f63b49a5a38c461ba0b4c37167f23e93baf9bd09,SC,furniture_decor,85.82,4.0
6ef172eee30cfbfa01516ce2eb2ee68f,2016-10-01,2016-10,4c641a66edb00daedd98188c96b40fca41f5bb5a47aa91f31cf002d6aa3527a0,SP,telephony,29.86,5.0
7033745709b7cf1bac7d2533663592de,2016-10-01,2016-10,48aeed67303e9dd939b42dfffd530fa8f4bf5245bb6bc507c85a7bb98ec8ea96,RJ,furniture_decor,111.51,3.0
711b9be9c346d9ecdb9d38a5e1e7e39b,2016-10-01,2016-10,4b53d40d4b2c2063698628ccd386a0b31040ccea8d185350cced113fabf6491b,SP,consoles_games,202.77,1.0
719628a909505f12f342015fd53a8d43,2016-10-01,2016-10,d579a9cdfc3b03bd5ef84c97689e5fc3d7ff8f19c6884d8bc0bdc49420924408,SP,telephony,40.86,5.0
7254ba1421bac35de5d5da660715bf0e,2016-10-01,2016-10,e0a7e0ea4b97b1ad07a78f8bd8ec964e759d90584e8faa693ac9916ccbf2e4c0,SE,computers_accessories,176.85,5.0
7559c51df991c6861e6a8be5fb1e3751,2016-10-01,2016-10,3afbce0ee83783494fb63f90590920f153084564d3248b0818eec2694d74b5b9,PR,furniture_decor,69.49,3.0
75fb23d26903b71ce3dd550ae22d2cc1,2016-10-01,2016-10,9abf2e7675f59107e7b9a66aab8876eac966006e28b4f0cb1409de9f642663bf,SP,sports_leisure,61.02,4.0
76458889992169d3135b264dc13aec67,2016-10-01,2016-10,46f14c78ea3104d1d9f191be2340b7359b10c2d9544f34fc255b1dcab620f611,SP,furniture_decor,85.58,5.0
79ffdd52a918bbe867895a4b183d6457,2016-10-01,2016-10,8694535f3b130fee6df43d36f7ad4121a9cd4bd0b0a02d889432fb7f20e8b1d4,MG,air_conditioning,319.0,1.0
7a36fa82d4bcff7d936c10be470b9c8e,2016-10-01,2016-10,3145c6ab71fd893fd23d59715b010b5b9d0cdfec125a12f6da3e28538b1df114,MG,computers_accessories,42.77,5.0
7a7d2c889e27d93b2005462a8788e168,2016-10-01,2016-10,4358198af2335840c1b207e1249b38a5329f883d409e3e709b22689de7c37388,SP,fashion_male_clothing,35.86,1.0
7ac6f4778cd283c6b76c66fe1e0d4431,2016-10-01,2016-10,c14f6a847f75c34b67c33540b14f187dc1f2996f2e896aa0d1b65b3b5e0f2973,RS,cool_stuff,455.01,4.0
7cb5aaf8b7b7b439174c2e4efdf4c7a3,2016-10-01,2016-10,334760648675551b8a509ef2a629485028f0bbe65f6fba88d1af3c13364c795b,SC,health_beauty,126.25,1.0
7d0eb8de17d494f4151e4470cd1b0605,2016-10-01,2016-10,f8ea61cd7d4d51fc825c8dc6ca9e56fca825b47bba1da032c399365d52b9575f,PR,furniture_decor,91.28,4.0
7d7bf3ee337c36ce012762da5f28f53a,2016-10-01,2016-10,a5d9d854a0a82cc6db72b2135891f471b1a76ab7c2c965c26f893c92110ff835,MG,computers_accessories,170.3,1.0
